시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
남부시장,상설장,대구광역시 남구 현충로19길 43,대구광역시 남구 대명동 797-1,매일,35.8414005,128.5769199,8,"식품, 잡화",온누리상품권,,Y,N,1971,053-627-2303,2019-06-27,6270000,대구광역시
영선시장,상설장,대구광역시 남구 중앙대로46길 43,대구광역시 남구 대명동 2014-59,매일,35.85221553,128.5936934736,2,"식품, 잡화",온누리상품권,,Y,N,1976,053-472-6001,2019-06-27,6270000,대구광역시
영선신시장,상설장,대구광역시 남구 중앙대로48길 29,대구광역시 남구 대명동 1995-12,매일,35.85250959,128.5925778,116,"식품, 잡화",온누리상품권,,Y,Y,2006,053-472-6001,2019-06-27,6270000,대구광역시
대명시장,상설장,대구광역시 남구 명덕로 60,대구광역시 남구 대명동 2276-5,매일,35.85841636,128.5771653,117,"식품, 잡화",온누리상품권,,Y,N,1975,053-622-1664,2019-06-27,6270000,대구광역시
대덕시장,상설장,대구광역시 남구 현충로46길 16,대구광역시 남구 대명동 1919-1,매일,35.85151217,128.5827614,3,"식품, 잡화",온누리상품권,,Y,N,1970,,2019-06-27,6270000,대구광역시
성명시장,상설장,대구광역시 남구 성당로28길 17,대구광역시 남구 대명동 3043-1,매일,35.84709061,128.5687850297,5,"식품, 잡화",온누리상품권,,Y,N,1977,,2019-06-27,6270000,대구광역시
성당시장,상설장,대구광역시 남구 성당로 196,대구광역시 남구 대명동 3023-23,매일,35.85014442,128.5729425,140,"식품, 잡화",온누리상품권,,Y,Y,1971,053-652-3700,2019-06-27,6270000,대구광역시
명덕시장,상설장,대구광역시 남구 명덕시장길 90,대구광역시 남구 대명동 139-1,매일,35.8450341,128.5877951,39,"식품, 잡화",온누리상품권,,Y,N,1967,053-651-9810,2019-06-27,6270000,대구광역시
대명중앙시장,상설장,대구광역시 남구 대명로20길 56,대구광역시 남구 대명동 1040-1,매일,35.83681164,128.5677104,15,"식품, 잡화",온누리상품권,,Y,Y,1976,053-627-9407,2019-06-27,6270000,대구광역시
광덕시장,상설장,대구광역시 남구 자유6길 50,대구광역시 남구 대명동 460-1,매일,35.83719172,128.5824239,20,"식품, 잡화",온누리상품권,,Y,N,1971,053-622-7040,2019-06-27,6270000,대구광역시
안지랑시장,상설장,대구광역시 남구 대명로36길 63,대구광역시 남구 대명동 872-1,매일,35.83640941,128.5745703,11,"식품, 잡화",온누리상품권,,Y,N,1971,053-652-6569,2019-06-27,6270000,대구광역시
관문시장,상설장,대구광역시 남구 관문시장2길 43,대구광역시 남구 대명동 1160,매일,35.83554538,128.5590566,31,"식품, 잡화",온누리상품권,,Y,N,1972,,2019-06-27,6270000,대구광역시
관문상가시장,상설장,대구광역시 남구 대명서7길 24-3,대구광역시 남구 대명동 1157-10,매일,35.83561347,128.5579834,290,"식품, 잡화",온누리상품권,,Y,Y,2005,053-627-2610,2019-06-27,6270000,대구광역시
칠성시장,상설장,대구광역시 북구 칠성시장로 26,대구광역시 북구 칠성1가 276-165,매일,35.87657049,128.6043015377,338,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://www.chilseongmarket.co.kr,Y,Y,1974,053-423-3480,2019-06-27,6270000,대구광역시
삼성시장,상설장,대구광역시 북구 칠성시장로 42,대구광역시 북구 칠성1가 276-108,매일,35.87783642,128.6034872,70,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1976,053-425-4073,2019-06-27,6270000,대구광역시
경명시장,상설장,대구광역시 북구 칠성시장로3길 10-22,대구광역시 북구 칠성1가 99-5,매일,35.87519191,128.604209,47,생선류,온누리상품권,,Y,Y,1972,053-423-9217,2019-06-27,6270000,대구광역시
팔달시장,상설장,대구광역시 북구 팔달로37길 11,대구광역시 북구 노원2가 375,매일,35.88904652,128.570853,120,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1969,053-357-8715,2019-06-27,6270000,대구광역시
팔달신시장,상설장,대구광역시 북구 팔달로33길 59,대구광역시 북구 노원3가 750,매일,35.89068311,128.5659579,650,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://www.paldal.org,Y,Y,1976,053-357-4953,2019-06-27,6270000,대구광역시
대성시장,상설장,대구광역시 북구 공평로135,대구광역시 북구 칠성2가 302-95,매일,35.87645233,128.6009074,19,잡화,온누리상품권,,N,N,1976,053-425-8544,2019-06-27,6270000,대구광역시
복현종합시장,상설장,대구광역시 북구 경진로1길 78,대구광역시 북구 복현1동 462,매일,35.89276917,128.619795,265,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1983,,2019-06-27,6270000,대구광역시
산격종합시장,상설장,대구광역시 북구 대동로1길 34,대구광역시 북구 산격동 1258,매일,35.89864012,128.6103584,216,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1981,053-951-8596,2019-06-27,6270000,대구광역시
동대구시장,상설장,대구광역시 북구 대현로20길 30,대구광역시 북구 대현2동 390,매일,35.8810800601,128.6090919431,73,"의류,잡화",온누리상품권,,Y,Y,1969,053-952-1223,2019-06-27,6270000,대구광역시
칠곡시장,상설장,대구광역시 북구 칠곡중앙대로 528,대구광역시 북구 읍내동 1201-1외 3필,매일,35.91254835,128.5755759,62,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,2014,053-321-8070,2019-06-27,6270000,대구광역시
대구능금시장,상설장,대구광역시 북구 칠성남로 197-15,대구광역시 북구 칠성1가 234-9,매일,35.87715901,128.6019759,139,농산물,온누리상품권,,Y,N,2008,053-424-8510,2019-06-27,6270000,대구광역시
대구청과시장,상설장,대구광역시 북구 칠성시장로 34,대구광역시 북구 칠성1가 276-102,매일,35.8770321,128.603913,107,농산물,온누리상품권,,Y,Y,2005,053-424-1331,2019-06-27,6270000,대구광역시
대명신시장,상설장,대구광역시 남구 성당로60길 46,대구광역시 남구 대명동 2282-2,매일,35.85774284,128.5766511,120,"식품, 잡화",온누리상품권,,Y,Y,2011,053-622-1664,2019-06-27,6270000,대구광역시
중앙시장,상설장,대구광역시 북구 태전로 15,대구광역시 북구 태전동 156-1,매일,35.92166889,128.5449149,36,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,2007,053-312-7212,2019-06-27,6270000,대구광역시
칠성원시장,상설장,대구광역시 북구 칠성시장로5길 22,대구광역시 북구 칠성1가 81,매일,35.8754233226,128.6032509879,145,"의류,잡화",온누리상품권,,Y,N,2007,053-426-7030,2019-06-27,6270000,대구광역시
서변중앙시장,상설장,대구광역시 북구 호국로43길 28-4,대구광역시 북구 서변동 1746-3,매일,35.9213164,128.5962056,57,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,2009,053-953-0599,2019-06-27,6270000,대구광역시
관음시장,상설장,대구광역시 북구 관음중앙로28길 1,대구광역시 북구 관음동 1284,매일,35.94493032,128.5472253,52,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,2009,053-321-6740,2019-06-27,6270000,대구광역시
구암시장,상설장,대구광역시 북구 태암남로11길 18,대구광역시 북구 구암동 693,매일,35.92661076,128.5541577,30,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,2010,053-322-8260,2019-06-27,6270000,대구광역시
동대구신시장,상설장,대구광역시 북구 대현남로10길 46,대구광역시 북구 대현동 272,매일,35.88157809,128.6103712,105,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,2010,053-939-7721,2019-06-27,6270000,대구광역시
복현전통신시장,상설장,대구광역시 북구 경진로1길 68,대구광역시 북구 복현동 457-8,매일,35.89328599,128.6191952546,56,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,2011,,2019-06-27,6270000,대구광역시
칠성진시장,상설장,대구광역시 북구 칠성시장로 19,대구광역시 북구 칠성동1가 96-2,매일,35.87571533,128.6040801,130,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,2012,,2019-06-27,6270000,대구광역시
동성시장,상설장,대구광역시 수성구 들안로 287,대구광역시 수성구 수성동2가 39-91,상시운영,35.85577517,128.6170373,13,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,n,1971,,2019-06-27,6270000,대구광역시
수성시장,상설장,대구광역시 수성구 들안로 283,대구광역시 수성구 수성동2가 39-164,상시운영,35.8553519,128.6169676,20,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,n,1971,,2019-06-27,6270000,대구광역시
수성현대시장,상설장,대구광역시 수성구 신천동로 280,대구광역시 수성구 수성동1가 649-76,상시운영,35.8494676025,128.6093915003,28,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1983,,2019-06-27,6270000,대구광역시
신매시장,상설장,대구광역시 수성구 신매로 104,대구광역시 수성구 신매동 572,상시운영,35.8386352,128.7093546,178,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,shinmaemarket.modoo.at,Y,n,2014,,2019-06-27,6270000,대구광역시
지산목련시장,상설장,대구광역시 수성구 용학로42길 9,대구광역시 수성구 지산동 1199-10,상시운영,35.8207964956,128.6318621040,41,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1990,,2019-06-27,6270000,대구광역시
청구시장,상설장,대구광역시 수성구 만촌로 66,대구광역시 수성구 만촌동 984-1,상시운영,35.8650792114,128.6442388771,34,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1980,,2019-06-27,6270000,대구광역시
태백시장,상설장,대구광역시 수성구 들안로 281,대구광역시 수성구 수성동2가 39-4,상시운영,35.85517273,128.6167559,27,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,n,1974,,2019-06-27,6270000,대구광역시
황금시장,상설장,대구광역시 수성구 청솔로 19,대구광역시 수성구 황금동 746,상시운영,35.8483992366,128.6199557244,16,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1981,,2019-06-27,6270000,대구광역시
신내당시장,상설장,대구광역시 달서구 야외음악당로39길 62,대구광역시 달서구 두류동 486-1,매일,35.85461485,128.5538524227,95,,온누리상품권,,Y,N,1981,053-651-3940,2019-06-27,6270000,대구광역시
두류종합시장,상설장,대구광역시 달서구 당산동길 9,대구광역시 달서구 성당동 704-5,매일,35.84549703,128.5451448,138,,온누리상품권,,Y,N,1984,053-651-1301,2019-06-27,6270000,대구광역시
서남시장,상설장,대구광역시 달서구 달구벌대로329길 17,대구광역시 달서구 감삼동 55-5,매일,35.85434785,128.5451945,132,,온누리상품권,,Y,Y,1984,053-565-3226,2019-06-27,6270000,대구광역시
풍기인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 8,경상북도 영주시 풍기읍 서부리 145-3,매일,36.8730276380,128.5236085,50,인삼제품,온누리상품권,,Y,Y,2003,054-636-7948,2020-06-30,5090000,경상북도 영주시
소백쇼핑몰,상설장,경상북도 영주시 중앙로80번길 33-12 (하망동),경상북도 영주시 하망동 364-30,매일,36.8234974,128.6261706054,93,"주단, 한복, 의류",온누리상품권,,Y,Y,2005,054-631-4603,2020-06-30,5090000,경상북도 영주시
공설시장,상설장,경상북도 영주시 중앙로80번길 26-3 (하망동),경상북도 영주시 하망동 362-4,매일,36.8228831288,128.6262698346,93,"음식점, 생필품",온누리상품권,,Y,Y,2006,054-635-9876,2020-06-30,5090000,경상북도 영주시
종합시장,상설장,경상북도 영주시 선비로79번길 40-12 (휴천동),경상북도 영주시 휴천동 305,매일,36.8136045950,128.6221395,63,"식음료, 수산물",온누리상품권,,Y,Y,2006,054-631-1420,2020-06-30,5090000,경상북도 영주시
중앙시장,상설장,경상북도 영주시 구성로 396-1 (영주동),경상북도 영주시 영주동 547,매일,36.8260483772,128.6198677379,65,생필품,온누리상품권,,Y,Y,2006,054-635-4403,2020-06-30,5090000,경상북도 영주시
골목시장,상설장,경상북도 영주시 영주로192번길 46 (영주동),경상북도 영주시 영주동 548-8,매일,36.8246524658,128.6223308590,80,"채소, 과일, 반친",온누리상품권,,Y,Y,2006,054-637-0078,2020-06-30,5090000,경상북도 영주시
풍기중앙시장,상설장,경상북도 영주시 풍기읍 동성로 75,경상북도 영주시 풍기읍 성내리 1-4,매일,36.8706931617,128.5280362692,69,"음식점, 생필품",온누리상품권,,Y,Y,2006,054-637-0078,2020-06-30,5090000,경상북도 영주시
풍기인삼홍삼상점가,상설장,경상북도 영주시 풍기읍 기주로 10,경상북도 영주시 풍기읍 동부리 466,매일,36.8678381939,128.5339542012,45,인삼제품,온누리상품권,,Y,Y,2008,054-632-3989,2020-06-30,5090000,경상북도 영주시
선비골전통시장,상설장,경상북도 영주시 중앙로83번길 40 (영주동),경상북도 영주시 영주동 318-7,매일,36.8242442685,128.6231919384,100,"식료품(채소), 순대",온누리상품권,,N,N,2009,054-635-9453,2020-06-30,5090000,경상북도 영주시
풍기토종인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 40,경상북도 영주시 풍기읍 성내리 148,매일,36.8702895041,128.5224210597,50,인삼제품,온누리상품권,,Y,Y,2009,054-636-3895,2020-06-30,5090000,경상북도 영주시
영주문화시장,상설장,경상북도 영주시 중앙로83번길 28 (영주동),경상북도 영주시 영주동 376-1,매일,36.8241301,128.6235606,207,"의류, 잡화",온누리상품권,,N,N,2010,054-635-6335,2020-06-30,5090000,경상북도 영주시
신영주번개시장,상설장,경상북도 영주시 선비로 91-9 (휴천동),,매일,36.8127790154,128.6224612111,51,"식료품(식육, 채소), 수산물",온누리상품권,,N,N,2013,054-633-9824,2020-06-30,5090000,경상북도 영주시
용호시장,상설장,부산광역시 남구 동명로 152번길 93,부산광역시 남구 용호동 516-10,매일,35.1149124558,129.1127725006,103,"활어, 채소, 건어물",온누리상품권,없음,Y,Y,1975,051-623-3818,2020-08-21,3310000,부산광역시 남구
용호삼성시장,상설장,부산광역시 남구 용호로 106번길 40,부산광역시 남구 용호동 128-1,매일,35.1238980710,129.1105389289,37,"채소, 건어물",온누리상품권,없음,Y,N,1977,051-623-6368,2020-08-21,3310000,부산광역시 남구
하이타운상가백화점,상설장,부산광역시 남구 천제등로 11,부산광역시 남구 대연동 1756-9,매일,35.1335714033,129.0875329179,140,"채소, 건어물",온누리상품권,없음,Y,Y,1979,051-632-6668,2020-08-21,3310000,부산광역시 남구
새감만종합시장,상설장,부산광역시 남구 홍곡로 3,부산광역시 남구 감만동 163-2,매일,35.1163332433,129.0817101361,29,"채소, 건어물",온누리상품권,없음,Y,Y,1982,,2020-08-21,3310000,부산광역시 남구
우암골목시장,상설장,부산광역시 남구 우암번영로 26번길 17,부산광역시 남구 우암동 189-671,매일,35.1265220176,129.0708646813,100,"채소, 건어물",온누리상품권,없음,N,N,1952,051-635-2295,2020-08-21,3310000,부산광역시 남구
못골골목시장,상설장,부산광역시 남구 못골로 66-1,부산광역시 남구 대연동 1416-23,매일,35.1358601321,129.0896361728,147,"활어, 채소, 건어물",온누리상품권,http://mocgolmarket.allofthat.kr/,Y,Y,1965,051-627-3203,2020-08-21,3310000,부산광역시 남구
용호골목시장,상설장,부산광역시 남구 용호로 177번길 15,부산광역시 남구 용호동 497-29,매일,35.1163791454,129.1119680892,116,"활어, 채소, 건어물",온누리상품권,없음,N,N,1975,051-621-8126,2020-08-21,3310000,부산광역시 남구
감만시장,상설장,부산광역시 남구 홍곡로 17,부산광역시 남구 감만동 171-9,매일,35.1162474066,129.0823001908,107,"채소, 잡화",온누리상품권,없음,N,N,1978,,2020-08-21,3310000,부산광역시 남구
용호1동골목시장,상설장,부산광역시 남구 용호로 106번길 48,부산광역시 남구 용호동 126-4,매일,35.1241770304,129.1104583810,150,"채소, 잡화",온누리상품권,없음,Y,N,1977,051-623-2951,2020-08-21,3310000,부산광역시 남구
남광골목시장,상설장,부산광역시 남구 홍곡로 355,부산광역시 남구 대연동 1170-11,매일,35.1237216542,129.0888960138,52,"채소, 잡화",온누리상품권,없음,N,N,1955,051-625-1610,2020-08-21,3310000,부산광역시 남구
대연중앙시장,상설장,부산광역시 남구 수영로 266번길 6,부산광역시 남구 대연동 325-11,매일,35.1352404871,129.0956669504,75,"채소, 잡화",없음,없음,N,N,1985,,2020-08-21,3310000,부산광역시 남구
대연시장,상설장,부산광역시 남구 못골로 56,부산광역시 남구 대연동 1760-1,매일,35.1356792376,129.0884204626,93,"활어, 채소, 건어물",온누리상품권,없음,Y,Y,1970,051-621-8991,2020-08-21,3310000,부산광역시 남구
서대구시장,상설장,대구광역시 달서구 명덕로2길 30,"대구광역시 달서구 두류동 1216-1,5",매일,35.8605990397,128.5706850813,35,,온누리상품권,,Y,N,1970,053-626-9981,2019-06-27,6270000,대구광역시
서남신시장,상설장,대구광역시 달서구 달구벌대로329길 10,대구광역시 달서구 감삼동 62-4,매일,35.85401094,128.545945,114,,온누리상품권,,Y,Y,2006,053-562-1222,2019-06-27,6270000,대구광역시
달서시장,상설장,대구광역시 달서구 당산로 35,"대구광역시 달서구 본리동 145-2,5",매일,35.84019229,128.544245,265,,온누리상품권,,Y,N,2006,053-524-5716,2019-06-27,6270000,대구광역시
와룡시장,상설장,대구광역시 달서구 성서서로 69-7,대구광역시 달서구 신당동 1788-3,매일,35.8556631053,128.4992633469,206,,온누리상품권,,Y,N,2006,053-588-5652,2019-06-27,6270000,대구광역시
괴산시장,상설장+5일장,충청북도 괴산군 괴산읍 읍내로15길 8-8,,매일,36.8112177595,127.7950236726,,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1970,043-832-0250,2020-01-01,4460000,충청북도 괴산군
청천시장,상설장+5일장,충청북도 괴산군 청천면 청천2길 10,,매일,36.6591415781,127.7378478517,,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1970,043-834-6636,2020-01-01,4460000,충청북도 괴산군
목도시장,상설장+5일장,충청북도 괴산군 불정면 목도로4길 11,,매일,36.8720456979,127.8530539764,,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1970,,2020-01-01,4460000,충청북도 괴산군
연풍시장,상설장+5일장,충청북도 괴산군 연풍면 향교로홍문길 5,,매일,36.7647228253,127.9951072203,,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1964,,2020-01-01,4460000,충청북도 괴산군
봉평전통시장,상설장,강원도 평창군 봉평면 기풍3길 29,강원도 평창군 봉평면 창동리 397-12,매일,37.615555,128.377465,57,농산물 생필품 수산물 잡화 등,온누리상품권+강원상품권,,Y,Y,1957,033-330-2761,2020-10-15,4280000,강원도 평창군
진부전통시장,상설장,강원도 평창군 진부면 진부새싹길 28-7,강원도 평창군 진부면 하진부리 206-95,매일,37.638226,128.557927,102,농산물 생필품 수산물 잡화 등,온누리상품권+강원상품권,,Y,Y,1957,033-330-2761,2020-10-15,4280000,강원도 평창군
감포시장,상설장+5일장,경상북도 경주시 감포읍 감포로 115,경상북도 경주시 감포읍 감포리 436-1,매일+3일+8일,35.80410932,129.5020155,51,"건어물,회",온누리상품권,,Y,Y,1959,054-777-1102,2020-06-30,5050000,경상북도 경주시
안강시장,상설장+5일장,경상북도 경주시 안강읍 비화중로3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,매일+4일+9일,35.99030934,129.2217084,252,"생선,야채,잡화",온누리상품권,,Y,Y,1923,054-762-5356,2020-06-30,5050000,경상북도 경주시
건천시장,상설장+5일장,경상북도 경주시 건천읍 건천시장1길 7,경상북도 경주시 건천읍 건천리 341-1,매일+5일+10일,35.84864494,129.1052776,38,"생선,야채,잡화",온누리상품권,,Y,Y,1914,,2020-06-30,5050000,경상북도 경주시
대곡시장,5일장,경상남도 진주시 대곡면 진의로1079번길 6,경상남도 진주시 대곡면 광석리 321-7,"01,06일",35.26370143,128.1685554,21,"농산물, 생필품, 수산물, 잡화 등",없음,,Y,N,1962,055-744-2713,2020-06-30,5310000,경상남도 진주시
미천시장,5일장,경상남도 진주시 미천면 안간길 6-1,경상남도 진주시 미천면 안간리 480,미운영,35.31856831,128.0897304,2,"농산물, 생필품, 수산물, 잡화 등",없음,,Y,N,1962,055-744-1009,2020-06-30,5310000,경상남도 진주시
오산오색시장,상설장+5일장,경기도 오산시 오산로 272번길 22,경기도 오산시 오산동 862,상시,37.15093202,127.070852,350,"농수산물, 생필품,.잡화, 음식점 등",온누리상품권,5colormarket.com,Y,Y,1914,031-376-4141,2020-07-01,4000000,경기도 오산시
합천왕후시장,상설장+5일장,경상남도 합천군 합천읍 옥산로 53,경상남도 합천군 합천읍 합천리 473-1,매일+3일+8일,35.568516,128.1611626,159,잡화+철물+의류+농산물등,합천사랑상품권,,Y,Y,1985,055-931-4944,2020-09-24,5480000,경상남도 합천군
묘산시장,상설장+5일장,경상남도 합천군 묘산면 묘산로 162,경상남도 합천군 묘산면 산제리 41-5,매일+1일+6일,35.65793285,128.1120746045,19,잡화+철물+농산물등,합천사랑상품권,,N,Y,1939,055-932-6026,2020-09-24,5480000,경상남도 합천군
가야시장,5일장,경상남도 합천군 가야면 가야시장로 67-1,경상남도 합천군 가야면 황산리 279-11,5일+10일,35.76048313,128.138409,46,잡화+철물+의류+농산물등,합천사랑상품권,,Y,Y,1942,055-932-7656,2020-09-24,5480000,경상남도 합천군
야로시장,5일장,경상남도 합천군 야로면 시장길 7-3,경상남도 합천군 야로면 구정리 273-4,2일+7일,35.70612825,128.1685691,32,잡화+철물+의류+농산물등,합천사랑상품권,,Y,Y,1939,,2020-09-24,5480000,경상남도 합천군
초계시장,상설장+5일장,경상남도 합천군 초계면 초계중앙로 61,경상남도 합천군 초계면 초계리 50-1,매일+5일+10일,35.559347,128.2668343,76,잡화+철물+의류+농산물등,합천사랑상품권,,Y,Y,1930,,2020-09-24,5480000,경상남도 합천군
삼가시장,상설장+5일장,경상남도 합천군 삼가면 일부5길 1,경상남도 합천군 삼가면 일부리 921-1,매일+2일+7일,35.4128139,128.1222816,129,잡화+철물+의류+농산물등,합천사랑상품권,,Y,Y,1950,055-931-7966,2020-09-24,5480000,경상남도 합천군
보은전통시장,5일장,충청북도 보은군 보은읍 삼산로 17-6,충청북도 보은군 보은읍 삼산리 136-30,"1,6",36.48395977,127.7200469,38,"야채,과일 등",온누리 및 지역상품권,무,Y,Y,1981,043-543-6688,2020-10-13,4420000,충청북도 보은군
보은종합시장,5일장,충청북도 보은군 보은읍 삼산로 3길 12,충청북도 보은군 보은읍 삼산리 31-4,"1,6",36.48302708,127.719302,65,"의류,이불 등",온누리 및 지역상품권,무,N,Y,1960,043-543-1211,2020-10-13,4420000,충청북도 보은군
회인시장,5일장,충청북도 보은군 회인면 회인로 34,충청북도 보은군 회인면 중앙리 59-15,"4,9",36.49052084,127.5978583,21,"정육,과일 등",온누리 및 지역상품권,무,Y,N,1978,043-540-3232,2020-10-13,4420000,충청북도 보은군
원남시장,5일장,충청북도 보은군 삼승면 원남로 3길 9-1,충청북도 보은군 삼승면 원남리 191-7,"3,8",36.39642633,127.7330338,25,"요식업, 방앗간 등",온누리 및 지역상품권,무,N,N,1940,043-540-3232,2020-10-13,4420000,충청북도 보은군
관기시장,5일장,충청북도 보은군 마로면 관기4길 1,충청북도 보은군 마로면 관기리 392-5,"4,9",36.435022,127.8200365,27,"미용실,슈퍼 등",온누리 및 지역상품권,무,Y,N,1964,043-540-3232,2020-10-13,4420000,충청북도 보은군
평거한보하이타운,상설장,경상남도 진주시 순환로553번길 7,경상남도 진주시 평거동 301-1,매일,35.172653,128.059258,147,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1995,055-742-0119,2020-06-30,5310000,경상남도 진주시
문산시장,5일장,경상남도 진주시 문산읍 소문길 68,경상남도 진주시 문산읍 소문리 112-6,"04,09일",35.170466,128.169156,12,"농산물, 생필품, 수산물, 잡화 등",없음,,Y,N,1934,055-761-6797,2020-06-30,5310000,경상남도 진주시
금곡시장,5일장,경상남도 진주시 금곡면 구암두문로 1013,경상남도 진주시 금곡면 두문리 639-1,"01,06일",35.09036013,128.1857318,19,"농산물, 생필품, 수산물, 잡화 등",없음,,Y,N,1962,055-754-2790,2020-06-30,5310000,경상남도 진주시
일반성시장,5일장,경상남도 진주시 일반성면 동부로1993번길 27,경상남도 진주시 일반성면 창촌리 92,"03,08일",35.171226,128.282206,64,"농산물, 생필품, 수산물, 잡화 등",없음,,Y,Y,1962,055-756-0112,2020-06-30,5310000,경상남도 진주시
광명전통시장,상설장,경기도 광명시 광이로13번길 17-5,경기도 광명시 광명동 158-44 일원,매일,37.4799486144,126.856165876,410,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,www.gmmarket.kr,Y,Y,2008,02-2614-0006,2019-09-09,3900000,경기도 광명시
광명새마을시장,상설장,경기도 광명시 광명로831번길 4-1,경기도 광명시 광명동 345-1 일원,매일,37.4736833,126.8511239,190,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,2013,02-2614-5292,2019-09-09,3900000,경기도 광명시
중앙시장,상설장,경상남도 진주시 진양호로547번길 8-1(대안동),경상남도 진주시 대안동 8-600,매일,35.19392367,128.084896,845,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1884,055-741-2151,2020-06-30,5310000,경상남도 진주시
자유시장,상설장,경상남도 진주시 도동천로 93(상대동),경상남도 진주시 상대동 276-17,매일,35.180108,128.110045,174,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1979,055-752-3095,2020-06-30,5310000,경상남도 진주시
서부시장,상설장,경상남도 진주시 촉석로 127(봉곡동),경상남도 진주시 봉곡동 31,매일,35.193809,128.076283,240,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1955,055-741-3176,2020-06-30,5310000,경상남도 진주시
논개시장,상설장,경상남도 진주시 진양호로569번길 12(장대동),경상남도 진주시 장대동 58-8,매일,35.19506721,128.087272,303,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1962,055-745-0120,2020-06-30,5310000,경상남도 진주시
천전시장,상설장,경상남도 진주시 진주대로954번길 4(칠암동),경상남도 진주시 칠암동306-1,매일,35.185054,128.088582,78,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,N,1945,055-752-1805,2020-06-30,5310000,경상남도 진주시
중앙지하도상가 에나몰,상설장,경상남도 진주시 진주대로 1035(지하),경상남도 진주시 동성동 12-4,매일,35.192009,128.084532,114,"의류, 잡화 등",온누리상품권+전자상품권,,Y,N,1988,055-741-7014,2020-06-30,5310000,경상남도 진주시
로데오거리상점가,상설장,경상남도 진주시 진주대로1069번길 7(대안동),경상남도 진주시 대안동 15-12,매일,35.194655,128.082939,320,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,N,N,2009,070-8199-9877,2020-06-30,5310000,경상남도 진주시
진주청과시장,상설장,경상남도 진주시 촉석로226번길 3(수정동),경상남도 진주시 수정동 34-13,매일,35.196247,128.086684,210,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,N,N,2012,055-748-4955,2020-06-30,5310000,경상남도 진주시
진주중앙상점가,상설장,경상남도 진주시 촉석로 202번길4-2,경상남도 진주시 대안동 6-11,매일,35.195276,128.083992,320,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,N,N,2012,055-746-7090,2020-06-30,5310000,경상남도 진주시
동부종합상가,상설장,경상남도 진주시 대신로299번길 7(상대동),경상남도 진주시 상대동 193-1,매일,35.187045,128.116209,70,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,N,1980,055-752-9540,2020-06-30,5310000,경상남도 진주시
