날짜,국가,이름,평점,리뷰,도움
"January 2, 2020",Reviewed in the United States,Andrew Lang,5.0,"Perfect for my work computer. Idon’t need anything that will cancel noise, and they are comfortable. Can’t complain with the price.",No people found this helpful
"March 18, 2021",Reviewed in the United States,Yuriana martinez,5.0,Me encantan se escucha muy bien,No people found this helpful
"April 10, 2021",Reviewed in the United States,Randall E. Slone,3.0,Not good,No people found this helpful
"June 9, 2020",Reviewed in the United States,Mrs. marvin howard,1.0,Really cheap wont last me.,No people found this helpful
"May 15, 2019",Reviewed in the United States,Keith,5.0,"Excellent value product. Inexpensive, but sound quality is still reasonable, especially since I mostly listen to podcasts. The single button control takes some getting used to but works fine once you figure it out.
",One person found this helpful
"June 14, 2021",Reviewed in the United States,Annette Romero,5.0,Great sound and volume control.,No people found this helpful
"July 4, 2019",Reviewed in the United States,jim zaruba,5.0,Thanks,One person found this helpful
"November 16, 2020",Reviewed in the United States,Brant,1.0,"I cannot recommend these. They only lasted about six weeks before they stopped working. Also, the volume control never worked.",No people found this helpful
"March 21, 2020",Reviewed in the United States,Evelyn F.,5.0,Pretty loud and kinda good noise cancel,No people found this helpful
"August 29, 2019",Reviewed in the United States,Carmen Sandiego,5.0,"Ordered two days ago, already here. Sound is great for the price! Highly recommend👌",No people found this helpful
"May 23, 2021",Reviewed in the United States,Tanishia Smith,1.0,A straight joke not worth the money at all.,No people found this helpful
"June 10, 2019",Reviewed in the United States,cm21,4.0,good for the money,One person found this helpful
"September 11, 2019",Reviewed in the United States,Applepicker,5.0,I've now had it for a handful of months. So far no complaints at all.,No people found this helpful
"December 18, 2019",Reviewed in the United States,Kenneth S. Shukin,3.0,"Very good for the price!
Fits in ears well.
Some problems when talking on phone due to feedback",No people found this helpful
"December 30, 2019",Reviewed in the United States,Bgrr,2.0,was expecting better quality from an amazon product,No people found this helpful
"January 4, 2021",Reviewed in the United States,CVan,2.0,Cheaply made - mic broke within days. Impossible to use for zoom calls,One person found this helpful
"May 21, 2020",Reviewed in the United States,Kelly Hines,5.0,Great product,No people found this helpful
"June 3, 2020",Reviewed in the United States,sarah s.,3.0,Hurts ears,No people found this helpful
"May 28, 2020",Reviewed in the United States,Katie Koch,5.0,"Works well, no complaints",No people found this helpful
"June 5, 2021",Reviewed in the United States,BeeJ,5.0,For the cost these are great! Our son needed something for school and these for the bill!,No people found this helpful
"June 25, 2019",Reviewed in the United States,Nicole Pillitiere,5.0,"I have nothing bad to say about these. I smiled like a fool when I first used them. And they fit my ears well, something I've struggled with while using hundreds of other headphones.",One person found this helpful
"May 18, 2020",Reviewed in the United States,DAN BLAIR,5.0,Good stuff,No people found this helpful
"June 11, 2021",Reviewed in the United States,Lee,1.0,"I had these for two days, the got tangled the amount a normal pair of earbuds does, and the coating already broke. I've never had a pair break that fast.
",No people found this helpful
"February 2, 2021",Reviewed in the United States,Roberta,2.0,although they had the cushions for the buds they were not well made and kept slipping off. I went and purchased another pair,No people found this helpful
"April 19, 2020",Reviewed in the United States,Thisara,2.0,"The mic is very bad. The sound started to shift to either speaker but when I push the wire, then both the speakers start to work which is not permanent. The overall quality is bad.",No people found this helpful
"May 17, 2020",Reviewed in the United States,TJEZ,5.0,Great head phones,No people found this helpful
"May 15, 2019",Reviewed in the United States,Nick,5.0,Bought these strictly for my flight and wanting headphones that plug into their screens. Worked amazing. Good sound and did not even feel them in my ears.,2 people found this helpful
"February 20, 2021",Reviewed in the United States,james russ,5.0,Its your standar amazon headphones. Very comfy even though the cord material feels like it might not be good in about 5 months.,No people found this helpful
"June 23, 2020",Reviewed in the United States,john corrigan,4.0,All good,No people found this helpful
"September 23, 2020",Reviewed in the United States,MegMak,5.0,A COVID cohabitation must! Great price to keep the peace. Not completely noise cancelling but does the job well enough for me.,No people found this helpful
"February 8, 2020",Reviewed in the United States,Eunice Figueroa,5.0,Don't fall off like other headphones!,No people found this helpful
"November 17, 2019",Reviewed in the United States,patij,5.0,Need headphones for my cell/radio to work,No people found this helpful
"June 26, 2020",Reviewed in the United States,SoNevBuyer,2.0,"Very comfortable, but the sound quality was very tinny. Really hurt my ears to listen.",No people found this helpful
"April 2, 2021",Reviewed in the United States,School Nurse,1.0,I want the earbuds replaced with the ones that fit the iPhone 8. The description said that the earbuds fit the iPhone 8 and others are INCORRECT! I can't get a 1-800 phone number for a replacement!!,No people found this helpful
"December 8, 2019",Reviewed in the United States,Sean Barmer,1.0,"Mostly fantastic when I first got it, however after a few days they seem to malfunction and is seeming to act on there own like a ghost. They will randomly lower or raise the volume to max, randomly close,.open apps, and just act weird. Stops happening when I unplug them, and if I was paranoid I'd say they were haunted.",No people found this helpful
"June 29, 2019",Reviewed in the United States,Amazon Customer,5.0,These work perfect for my long walks. Comfortable and good price.,One person found this helpful
"January 2, 2020",Reviewed in the United States,MissGeorgia,5.0,Still working great and durable.,No people found this helpful
"October 27, 2020",Reviewed in the United States,Alysia Wright,3.0,I wasn’t a huge fan of the sound quality. It was really scratchy. But the noise cancellation was really awesome.,No people found this helpful
"November 8, 2019",Reviewed in the United States,Sheila McClain,5.0,Just as good or better than name brands,No people found this helpful
"February 23, 2021",Reviewed in the United States,Tracy Wagner,5.0,Great sound quality and noise cancellation.,No people found this helpful
"May 8, 2020",Reviewed in the United States,Katie/Hugo,5.0,I use this to listen to my meditation app,No people found this helpful
"June 25, 2019",Reviewed in the United States,alextorres1993,3.0,Not great and not bad. Just do-able. You get what you pay for.,No people found this helpful
"November 13, 2019",Reviewed in the United States,Fernando Tsurukawa,4.0,Good if you just want an earphone that you can use without worrying about breaking or getting wet (because it's an inexpensive earphone),No people found this helpful
"January 8, 2020",Reviewed in the United States,David A,5.0,Great for the price.,No people found this helpful
"September 3, 2020",Reviewed in the United States,Jeren,1.0,"The left ear bud works good. the right ear bud, however, is very dull and even with the volume up high it is heard extremely low. I think there is a malfunction on this product. Should I send this back or what is my next step?",No people found this helpful
"December 26, 2019",Reviewed in the United States,Bertha,5.0,Good quality and works well,No people found this helpful
"October 1, 2020",Reviewed in the United States,Alex,4.0,"totally worth the price. obviously less comfortable than wireless, but from the other side you don't need to charge, and the quality is great(should be better than Bluetooth by what i read). go buy em'",No people found this helpful
"March 21, 2021",Reviewed in the United States,Amazon Customer,2.0,They are pretty cost effective but the sound quality is pretty cheap,No people found this helpful
"July 26, 2019",Reviewed in the United States,CLC,3.0,"The color is pretty . Functions the way your standard ear headsets should.
Dislike : It doesn’t have audio control on it to volume up or down",No people found this helpful
"December 31, 2019",Reviewed in the United States,Mike M,3.0,No comment yet.,No people found this helpful
"December 16, 2019",Reviewed in the United States,Corleen,3.0,"I liked the sound quality that it produced but the sound cancellation didn't really hold up when I went on my commutes. It was standard silicone ear buds so it was as comfortable as they usually go.
Great item but wouldn't consider it a good permanent replacement.",No people found this helpful
"August 11, 2019",Reviewed in the United States,Amazon Customer,4.0,I thought they had stopped working but now they are working again,No people found this helpful
"September 19, 2019",Reviewed in the United States,coletta,4.0,Nice headphones they just tangle easy and they you have to be careful with them they can tear away from the mic piece. Kids like them. Like the fact that they got replaced when I told the seller they stopped working.,No people found this helpful
"February 9, 2020",Reviewed in the United States,Marque,5.0,Ok but sound left after a while,No people found this helpful
"January 12, 2020",Reviewed in the United States,Anon,5.0,Great for the price. Very comfortable,No people found this helpful
"April 20, 2021",Reviewed in the United States,SERRA IREM AKMAN,2.0,Bad quality!!!,No people found this helpful
"July 31, 2019",Reviewed in the United States,Adalberto,5.0,Se mira un poco frajil pero funcionan muy bien,No people found this helpful
"May 24, 2021",Reviewed in the United States,Sharon,5.0,I was able to hear without turning up my volume,No people found this helpful
"June 16, 2021",Reviewed in the United States,Dee Snuts,2.0,Airplane quality,No people found this helpful
"November 11, 2020",Reviewed in the United States,Max Shellabarger,2.0,"They're super cheap. The sound quality is objectively bad. But if you just need some headphones that have a mic, they will get the job done.",No people found this helpful
"March 29, 2020",Reviewed in the United States,Bryan Yang,5.0,"These are amazing earbuds for the price, last just as long as expensive ones and sound nice, fit comfortably... my go to earbuds since they fit my budget!",No people found this helpful
"October 14, 2019",Reviewed in the United States,Amazon Customer,4.0,Fun colors. Does the job.,No people found this helpful
"January 19, 2020",Reviewed in the United States,LizaJane,5.0,Great,No people found this helpful
"September 6, 2020",Reviewed in the United States,DeLinda,1.0,No volume control makes this an unpleasant experience.,No people found this helpful
"August 8, 2019",Reviewed in the United States,Brekka,5.0,Good Headphones for this price point.,No people found this helpful
"March 16, 2021",Reviewed in the United States,Amazon Customer,1.0,"I bought it on September 16th, and it has gone bad in exactly 6 months. And it didn't give much warning too. Even a basic headphone should last at least an year.",No people found this helpful
"April 29, 2021",Reviewed in the United States,Leah,1.0,these headphones are crap. they stopped working after just two weeks.,No people found this helpful
"December 26, 2019",Reviewed in the United States,Joyce S,4.0,They work as expected,No people found this helpful
"April 29, 2021",Reviewed in the United States,ULYSSES J.,5.0,I like that these ear phones give you exactly what was produced in any recording!,No people found this helpful
"August 29, 2020",Reviewed in the United States,Christina Barros,5.0,Fits very well and comfortable,No people found this helpful
"January 9, 2020",Reviewed in the United States,T-Fish,4.0,"These are ok, not OMG but worth the price",No people found this helpful
"January 29, 2020",Reviewed in the United States,Bryan in Montana,5.0,Very good cheap buds.,No people found this helpful
"July 9, 2019",Reviewed in the United States,Bars,2.0,Spend a few more bucks and get something decent.,No people found this helpful
"April 27, 2019",Reviewed in the United States,Amazon Customer,5.0,amazon basics are good quality and good for your money!!,One person found this helpful
"July 13, 2019",Reviewed in the United States,Christina V.,5.0,Great ear buds,One person found this helpful
"September 1, 2020",Reviewed in the United States,Amazon Customer,1.0,I guess that's what you pay for the price. But then again you can get a better quality earphones at the same price range.,No people found this helpful
"February 19, 2020",Reviewed in the United States,Larissa F Viana,1.0,"Very honestly, worked $1.
Cheap quality, DOES NOT WORK IN A SAMSUNG 10 PLUS. Statistics are really hi. Bad quality.",No people found this helpful
"September 7, 2019",Reviewed in the United States,Don,5.0,For the price just great.,No people found this helpful
"January 21, 2021",Reviewed in the United States,Beth Paige,5.0,They were surprisingly loud and clear for the size!,No people found this helpful
"June 13, 2019",Reviewed in the United States,Robert Killingsworth,3.0,Sound quality seems decent as does fit but these are really let down by the extremely microphonic cable. Anytime the cable brushes against anything you'll hear it.,No people found this helpful
"August 13, 2019",Reviewed in the United States,jim Dotson,3.0,"looks and feels cheep, but i must say it has great sound !!!",No people found this helpful
"November 20, 2020",Reviewed in the United States,Amazon Customer,5.0,"Great product, just what I needed for the price. I use these for working at home because my computer speakers are terrible.",No people found this helpful
"July 27, 2020",Reviewed in the United States,Cal Ulmann,2.0,The sound quality on these headphones is really poor quality. You can use it to listen to something but it will not sound as it should.,No people found this helpful
"July 19, 2019",Reviewed in the United States,Happy consumer,2.0,There's no base a lot of treble,No people found this helpful
"May 11, 2021",Reviewed in the United States,Gerri Mitchell,5.0,"Works great, and good price.",No people found this helpful
"September 9, 2019",Reviewed in the United States,Angie Dent,1.0,Terrible. Do not order u can get better at the Dollar 🌳,No people found this helpful
"June 2, 2021",Reviewed in the United States,Amazon Customer,1.0,"Flimsy, poorly made, bad sound quality.",No people found this helpful
"November 13, 2020",Reviewed in the United States,Brie,5.0,school,No people found this helpful
"December 27, 2019",Reviewed in the United States,Walt Priestley,5.0,"Comfortable. Easy to operate.
Sound great!",No people found this helpful
"June 3, 2019",Reviewed in the United States,Jeremy Torres Tiburcio,4.0,Needs better sound quality,One person found this helpful
"September 18, 2019",Reviewed in the United States,Natalia Carrasco,1.0,Awful quality,No people found this helpful
"December 25, 2020",Reviewed in the United States,John Murphy,4.0,Decent purchase.,No people found this helpful
"May 30, 2019",Reviewed in the United States,Chirpee60,5.0,So far as good as the more expensive ones I have bought! Sound quality is excellent!,One person found this helpful
"March 9, 2021",Reviewed in the United States,Mjf 36,1.0,horrible sound to them..disappointed! but for 10 bucks get what you pay for,No people found this helpful
"September 12, 2019",Reviewed in the United States,Gigi,1.0,Broke in a week,No people found this helpful
"July 27, 2019",Reviewed in the United States,Alex b,4.0,Good for the price,No people found this helpful
"May 9, 2020",Reviewed in the United States,reagan black,2.0,"I haven't had these for long, but already the sound is cutting out with a crackling noise, and the mic has gone out. Randomly, songs will skip and change as if I'm pressing the button, when I'm not.",No people found this helpful
"October 19, 2019",Reviewed in the United States,Angel,5.0,Audio quality is great for its price tbh! The mic can be better but it gets the job done. The ear buds get a little uncomfortable with long usage. Overall? Fantastic device for the money.,No people found this helpful
"May 4, 2019",Reviewed in the United States,Hyrax Attack,3.0,One ear channel stopped working quickly. Might have been because used when working out.,No people found this helpful
"May 22, 2019",Reviewed in the United States,Joseph S.,4.0,"The ear buds are quite comfortable.

Audio is what you'd expect.

The cord is very flimsy and easily Tangled",One person found this helpful
"December 30, 2019",Reviewed in the United States,Garrett,1.0,No problem with sound quality for the first 15 days but the build quality isn't there. Left ear bud was shot after 15 days. I'm pretty careful with my electronics so it was disappointing when this broke in just over two weeks.,No people found this helpful
"January 12, 2020",Reviewed in the United States,Brent,5.0,"These work great. Nothing fancy, they just work and work well.",No people found this helpful
"November 2, 2019",Reviewed in the United States,W. Yanez,5.0,Excelent. The don’t fall of my ears.,No people found this helpful
"December 24, 2019",Reviewed in the United States,Amazon Customer,1.0,Do not buy this. Stop working in less than a month.,No people found this helpful
"March 27, 2021",Reviewed in the United States,Amazon Customer,2.0,Sorry but they won’t stay plugged into my phone,No people found this helpful
"February 23, 2020",Reviewed in the United States,NR,5.0,I like that these also have a mic so I can talk on the phone too.,No people found this helpful
"September 9, 2019",Reviewed in the United States,sdemar109,5.0,Great product! Great price!,No people found this helpful
"December 27, 2019",Reviewed in the United States,Bryan Wayne Self II,5.0,Ordered for my kids who use apple ear pods usually and they did not complain.,No people found this helpful
"November 29, 2019",Reviewed in the United States,Andre R,3.0,Good headphones for the price. The angled buds are a nice fit for the respective ear - left and right -but you won't be able to interchange them.,No people found this helpful
"September 30, 2020",Reviewed in the United States,Jen h,5.0,"These are great for the price! I used them for
Conference calls through my computer and the sound was great, and my coworker confirmed the mic worked great too",No people found this helpful
"January 11, 2021",Reviewed in the United States,J. M.,4.0,Good cheap earbuds.,One person found this helpful
"January 14, 2020",Reviewed in the United States,Alex,1.0,"Fine audio quality, but these fell apart very fast, as the rubber next to the actual audio jack became unglued and would allow the wires to move and bend, making for poor contact and making my phone act up as the headphones would ""unplug""",No people found this helpful
"February 13, 2021",Reviewed in the United States,haydee garcia,5.0,Great product and quick delivery!!,No people found this helpful
"May 17, 2019",Reviewed in the United States,Jamie Nieman,5.0,I use these at my desk so that I can have music without bothering my cube mates. Headphones usually annoy me after a short time but I can wear these all day. Great value for the $.,One person found this helpful
"May 4, 2021",Reviewed in the United States,Tara C.,5.0,Love these head phones they work well,No people found this helpful
"March 4, 2021",Reviewed in the United States,Robert Vines,1.0,The only way I have found to make them loud enough to actually hear them is to hold the button. Useless.,No people found this helpful
"December 8, 2020",Reviewed in the United States,Andrea Rodarte,2.0,These headphone broke on the first day. If you are buying for kids look else where.,No people found this helpful
"March 13, 2019",Reviewed in the United States,Andres Felipe Bermudez Gonzalez,5.0,Good Item for workout session,3 people found this helpful
"April 29, 2021",Reviewed in the United States,aniyag,3.0,this was really good and loud and it feet my hers perfect and it was really long and that's what i liked about it,No people found this helpful
"June 3, 2021",Reviewed in the United States,Abbigail,5.0,Loved these headphones I have an iPhone 6s and it fit perfectly,No people found this helpful
"July 24, 2020",Reviewed in the United States,Erin Fishman,5.0,They are very comfortable,No people found this helpful
"June 2, 2021",Reviewed in the United States,Christina Romero,4.0,My son likes them,No people found this helpful
"October 23, 2019",Reviewed in the United States,Alexis Onofre,5.0,My little sister loved them. She's 10 and is constantly breaking or losing her earphones. Pretty durable and good for the price. Pink is her FAVORITE color. :),No people found this helpful
"April 9, 2020",Reviewed in the United States,Gabe,1.0,"After one day of usage it's all static, attempting to use as a mic on a call and its unusable. Not worth the money",No people found this helpful
"December 14, 2019",Reviewed in the United States,K,5.0,These work great if you need a pair of headphones!,No people found this helpful
"February 9, 2020",Reviewed in the United States,Supersport_arnie,1.0,Not as great,No people found this helpful
"December 14, 2019",Reviewed in the United States,Vincent,5.0,Good value headphones.,No people found this helpful
"March 2, 2020",Reviewed in the United States,pwf13,2.0,They cut in and out a lot. I was disappointed,No people found this helpful
"October 16, 2020",Reviewed in the United States,Brittany Rivera,3.0,Was hard to put the different size rubbers covers on. One side looks damaged when arrived,No people found this helpful
"September 26, 2019",Reviewed in the United States,Amazon Customer,2.0,The sound quality sucks. Apple headphones sound much better.,No people found this helpful
"November 3, 2019",Reviewed in the United States,Yazmin Caceres,5.0,Súper comfy!,No people found this helpful
"November 15, 2020",Reviewed in the United States,Alex Ismail,1.0,"Within about 20 minutes of using, one ear is static, even when tested with multiple devices.",No people found this helpful
"November 12, 2020",Reviewed in the United States,Rowan F.,1.0,They randomly reduce volume and induce screen presses on my phone,No people found this helpful
"December 26, 2019",Reviewed in the United States,Dan Karsznia,4.0,"I was surprised. These are decent for the price, mine did break a few weeks in, but worked decent for a couple months. Id recommend for people looking for comfort and price not superior quality.",No people found this helpful
"September 28, 2019",Reviewed in the United States,Anthony &.,3.0,"Overall they're pretty good, although I miss Amazons basic black earbuds. Those were amazing.",No people found this helpful
"April 18, 2020",Reviewed in the United States,Johnny Fiumefredo,5.0,"So I brought these because of remote learning and I love them, It's loud like apple headphones but not the sane.I also like the colors that you have to choose from.",No people found this helpful
"December 8, 2019",Reviewed in the United States,Thomas Matikainen,1.0,The audio quality is terrible. I'm a bit disappointed amazon would put their name on this product.,No people found this helpful
"June 15, 2021",Reviewed in the United States,Ray Cee,5.0,They work great,No people found this helpful
"September 8, 2020",Reviewed in the United States,Margarita,5.0,I love them! Keep repurchasing cute pink ones,No people found this helpful
"May 29, 2021",Reviewed in the United States,Haylee,3.0,Microphone doesn't work,No people found this helpful
"September 13, 2020",Reviewed in the United States,Amazon Customer,5.0,"Nothing fancy, but work just fine for me!",No people found this helpful
"May 17, 2021",Reviewed in the United States,Natalie poole,5.0,l love my New Earbuds.,No people found this helpful
"January 24, 2020",Reviewed in the United States,Shaylana,1.0,They didn't even work. Tried to use them with my laptop and it just sounded like garbled tin. Very angry.,No people found this helpful
"May 25, 2019",Reviewed in the United States,Maryann Y.,5.0,"Comfortable, functional, good sound quality",One person found this helpful
"August 17, 2019",Reviewed in the United States,Courtney,4.0,good design,No people found this helpful
"March 22, 2020",Reviewed in the United States,majo,5.0,Soy muy buenos los recomiendo,No people found this helpful
"February 11, 2021",Reviewed in the United States,Arnulfo,4.0,Inmejorable.,No people found this helpful
"January 14, 2020",Reviewed in the United States,tammee walker,2.0,They only lasted two weeks and got staticky and stopped working,No people found this helpful
"July 20, 2020",Reviewed in the United States,yaochenwang,1.0,"After 5mins I plugged the earphone in my laptop, the right output stopped working. Don't buy it, waste of money.",No people found this helpful
"August 30, 2019",Reviewed in the United States,natalie hoffman,2.0,"I ordered these because I loved the color, but they came in looking almost orange. A really coral/red/orange pink, not at all the cute pastel pink in the photo. So sad ):",No people found this helpful
"May 18, 2019",Reviewed in the United States,JH,4.0,Solid for cost,One person found this helpful
"December 19, 2019",Reviewed in the United States,Lauren Moore,1.0,After having these headphones for a few days one of the ear pieces completely stopped working and hasn't worked since,No people found this helpful
"August 24, 2020",Reviewed in the United States,Amazon Customer,5.0,It is good earphone. Sound clear,No people found this helpful
"June 1, 2019",Reviewed in the United States,Mustang Sally,5.0,Great & easy to use,One person found this helpful
"December 25, 2019",Reviewed in the United States,Sabl1111,3.0,"Sound quality is okay. I bought this for the microphone, but the microphone does not work well. The person on the other side of a call can barely hear me.",No people found this helpful
"April 17, 2021",Reviewed in the United States,Brian,5.0,Great price ans sound great,No people found this helpful
"May 22, 2019",Reviewed in the United States,Johnny-Lu,5.0,"very good sound performance, My daughter like it very much, I will buy it next time again. very good and ok",One person found this helpful
"April 15, 2019",Reviewed in the United States,komaxqing,5.0,"This is a small gift for my fammly , they love the design . sound quality is no bad .",One person found this helpful
"August 29, 2020",Reviewed in the United States,Amazon Customer,1.0,"I'd rate other aspects, but the left side didn't ever work",No people found this helpful
"March 20, 2019",Reviewed in the United States,Jesse Moreno,5.0,"For the price, There great.",3 people found this helpful
"February 17, 2020",Reviewed in the United States,B Clark,2.0,Makes sounds in your ears when something rubs against cord,No people found this helpful
"December 15, 2020",Reviewed in the United States,Grar Ohs,4.0,"Comfortable and functional, the only two things I need!",No people found this helpful
"April 28, 2019",Reviewed in the United States,KillaVapor,3.0,It is not as durable as a upper priced pair of ear buds should be. I don't mean those $300 kind but those $10-$20-$30 kind! They broke within the month they broke at the jack(not the wires),No people found this helpful
"November 20, 2019",Reviewed in the United States,Casey,4.0,"Like most amazon basic products this is good for the price, you won’t be disappointed so long as you’re realistic",No people found this helpful
"June 24, 2019",Reviewed in the United States,David DeStefano,5.0,Good price for what you get,One person found this helpful
"February 18, 2020",Reviewed in the United States,Nick Mayo,2.0,Very inexpensive but broke after 2 months or so first one side went then both,No people found this helpful
"July 22, 2019",Reviewed in the United States,Susan M. Fornes,2.0,I bought 2 sets of these Headphones. The left side has stopped working after just 3 weeks. I haven't tried the other set as I bought them for an upcoming trip.,No people found this helpful
"May 26, 2019",Reviewed in the United States,Allen,5.0,"nice product finished, it's a very beautiful green color. And the sound is good.",One person found this helpful
"December 29, 2019",Reviewed in the United States,Nikia Ferguson,5.0,"Will definitely buy again, great quality for the price",No people found this helpful
"February 5, 2020",Reviewed in the United States,Carlos hernandez,5.0,Enjoyed them for what they are,No people found this helpful
"November 8, 2019",Reviewed in the United States,Christine,1.0,Static and stopped working same day,No people found this helpful
"December 31, 2019",Reviewed in the United States,Robin,1.0,Stop working after 1wk,No people found this helpful
"June 27, 2020",Reviewed in the United States,Tara,5.0,I was reluctant about buying these but I really like them!,No people found this helpful
"July 11, 2019",Reviewed in the United States,martha dessie,5.0,these are so comfortable and last very long,One person found this helpful
"July 23, 2019",Reviewed in the United States,Maria Selene Garcia,5.0,Súper lindos y cómodos. Me gustaron mucho. Gracias,One person found this helpful
"October 19, 2020",Reviewed in the United States,Jose Alcazar,1.0,Left speaker does not work.,No people found this helpful
"February 4, 2020",Reviewed in the United States,Harvey J,4.0,These sound damn good for $10. Feel good too,No people found this helpful
"May 29, 2019",Reviewed in the United States,Shena Hernandez,5.0,Good quality headphones. They're comfortable to wear and the sound is great.,One person found this helpful
"April 6, 2021",Reviewed in the United States,Miriam,5.0,nice,No people found this helpful
"July 20, 2019",Reviewed in the United States,Ed Cavazos,2.0,"I bought them to use them on my Xbox one remote, but for some reason they don't work. Has anybody else use them for it??",No people found this helpful
"March 12, 2021",Reviewed in the United States,Daniel Beaumont,5.0,very nice fit,No people found this helpful
"August 23, 2019",Reviewed in the United States,Alex,1.0,Nothing but static,No people found this helpful
"January 23, 2020",Reviewed in the United States,Antonio Amador,5.0,Tiene buen sonido y un alambre de buen tamaño,No people found this helpful
"October 3, 2020",Reviewed in the United States,Amazon Customer,3.0,Should make it's flavor repulsive to dogs.,No people found this helpful
"October 13, 2019",Reviewed in the United States,Bill,5.0,In case you lose your main headphones these are a nice value for an extra if you’re traveling,No people found this helpful
"August 27, 2019",Reviewed in the United States,Barbie,5.0,Great choice,No people found this helpful
"September 3, 2019",Reviewed in the United States,Anthony Lopez,1.0,"Mic does not work on these headphones, will not be purchasing again and can not reccomend these headphones at all",No people found this helpful
"February 2, 2019",Reviewed in the United States,myriam,4.0,I AM THE FEMALE WEEZY,One person found this helpful
"June 27, 2019",Reviewed in the United States,David Marquez,5.0,Comfortable and stylish,One person found this helpful
"May 15, 2019",Reviewed in the United States,Sam,5.0,They work exactly like skullcandy,One person found this helpful
"August 26, 2020",Reviewed in the United States,Greekicee,4.0,pain,No people found this helpful
"August 10, 2019",Reviewed in the United States,Juny Nguyen,3.0,fair quality with price,No people found this helpful
"August 27, 2020",Reviewed in the United States,Amazon Customer,1.0,Stopped working within a week.,No people found this helpful
"May 20, 2019",Reviewed in the United States,Thais,5.0,"Works just fine, great value.",One person found this helpful
"November 8, 2019",Reviewed in the United States,jonathon royal,1.0,Don’t work at all. Useless,No people found this helpful
"January 27, 2020",Reviewed in the United States,JT,1.0,After a day of use these started to give phantom inputs to my phone. Not worth the money.,No people found this helpful
"January 5, 2020",Reviewed in the United States,Michael Phommachanh,3.0,Noto bale static feedback,No people found this helpful
"November 12, 2019",Reviewed in the United States,Carolyn Anderson,5.0,The ear fit wasn't great but the sound is great. I love them 😁,No people found this helpful
"July 7, 2019",Reviewed in the United States,Lynda Lilley,5.0,Love the quality and color,One person found this helpful
"September 19, 2019",Reviewed in the United States,Miss Kitty,4.0,Sound quality is good & durable.,No people found this helpful
"October 18, 2020",Reviewed in the United States,Lon Watari,1.0,Sound quality very poor.,No people found this helpful
"February 22, 2020",Reviewed in the United States,Harish C. Manohar,5.0,Good value,No people found this helpful
"June 28, 2019",Reviewed in the United States,RBF,5.0,"Great sound, great value!",One person found this helpful
"July 23, 2020",Reviewed in the United States,Karla Noble,1.0,I never ordered this item!,No people found this helpful
"September 18, 2020",Reviewed in the United States,Julian Rodriguez,5.0,I love them alot,No people found this helpful
"May 25, 2019",Reviewed in the United States,Destiny B.,4.0,"Cheap, decent ear buds. Plain and simple",One person found this helpful
"December 15, 2019",Reviewed in the United States,Michael O'Grady,5.0,"Good length, fit, and sound.",No people found this helpful
"March 2, 2020",Reviewed in the United States,Tashira Hamilton,5.0,Try them.,No people found this helpful
"February 21, 2020",Reviewed in the United States,LL,5.0,Confortable,No people found this helpful
"December 31, 2019",Reviewed in the United States,Amazon Customer,3.0,Less than a month and right ear bud is going but you get what you pay for.,No people found this helpful
"March 21, 2019",Reviewed in the United States,Joinae,5.0,Like it,One person found this helpful
"June 18, 2020",Reviewed in the United States,Miss Shah,1.0,Not good quality,No people found this helpful
"March 1, 2020",Reviewed in the United States,Madison Tatro,5.0,They work great definitely should buy.,No people found this helpful
"May 17, 2019",Reviewed in the United States,philip ingram,4.0,I like the comfort fit.,One person found this helpful
"November 15, 2019",Reviewed in the United States,Sophia Fu,5.0,"it looks small and nice, suitable. The sound is good.",No people found this helpful
"July 14, 2019",Reviewed in the United States,Kindle Customer,1.0,Broke in first try.,No people found this helpful
"January 26, 2020",Reviewed in the United States,Amazon Customer,4.0,Great quality at a low price.,No people found this helpful
"July 5, 2019",Reviewed in the United States,Pam Walden,1.0,"This item is great, only issue is they broke after using 2x.",No people found this helpful
"December 2, 2019",Reviewed in the United States,Manish Makhija,5.0,in this price : 6.70 USD : THIS IS THE BEST,No people found this helpful
"July 13, 2019",Reviewed in the United States,J,1.0,You get what you pay for,No people found this helpful
"March 6, 2020",Reviewed in the United States,Rachel Griffith,1.0,Lasted 2 weeks!,No people found this helpful
"January 5, 2020",Reviewed in the United States,Doug John,5.0,Perfect,No people found this helpful
"August 21, 2019",Reviewed in the United States,yup its good,4.0,it good,No people found this helpful
"February 8, 2019",Reviewed in the United States,Ohstacy,4.0,"There are so many different styles and models of earphones to choose from, finding a perfect set of earphones isn’t an easy task. Rest assured, however, the AmazonBasics in-Ear Headphones are a good, basic set. They pair effortlessly to my iPhone and keep a solid Bluetooth connection when I’m receiving calls as well as listening to music.

Speaking of music, I don’t hear the deep, clear bass, subtle midrange and crisp highs of my fave tunes with these earphones, but they give me a basic range of sound to help me get through my days on a little happier note. In addition, the earbuds feel secure and comfortable inside my ears, whether I’m using them sitting at home or running errands—when I especially appreciate the generous 3.9-foot cable length.

I also love the pink color. It’s not my favorite color, but it sure is easy to spot when I’m looking inside the black hole of my purse for a pair of earbuds! If you're looking for a satisfactory BASIC pair of earphones, your search is over!




",8 people found this helpful
